model,level,item_id,response,rouge_l
exaone3.5,1,1181,"보험사들이 미니보험의 낮은 수익성으로 인해 디지털 보험사 설립에 소극적인 태도를 보이고 있다. 최근 금융당국이 미니보험 설립 요건을 완화했지만, 여전히 높은 진입 장벽과 운영 부담이 문제로 지적되고 있다. 기존 미니보험 업체들도 수익성 부진을 겪고 있어, 미니보험 시장의 성장에도 불구하고 보험사들의 적극적인 참여는 제한적이다.",0.32160804020100503
exaone3.5,1,1309,"한국생명공학연구원과 원광대학교병원이 바이오의약 분야 발전을 위한 업무협약을 체결했다. 협약을 통해 양 기관은 연구 역량 강화, 교육 협력, 그리고 연구 장비 공동 활용 등을 통해 상호 협력을 강화할 계획이다. 김장성 원장과 서일영 병원장은 이 협력이 국가 바이오 R&D 혁신의 모범 사례가 되기를 기대했다.",0.32835820895522394
exaone3.5,1,1317,"현대제철은 2022년 지속 가능 경영 성과를 담은 디지털 통합 보고서 '비욘드 스틸'을 발간했다. 이 보고서는 환경, 사회, 지배구조(ESG) 분야의 전략과 활동, 재무 데이터를 포함하여 투명한 경영 정보를 공개한다. 현대제철은 탄소 중립 목표와 친환경 설비 투자, 안전 문화 강화 등을 통해 지속 가능한 성장을 추구하며, 디지털화를 통해 탄소 배출량 감축에도 기여하고 있다.",0.3333333333333333
exaone3.5,1,1318,유럽연합(EU)은 미국의 OFAC와 유사한 외국 제재 전담 기구 설립을 검토 중이다. EU 금융담당 집행위원은 유럽의회와 회원국의 검토를 거쳐 자금세탁방지기구에 제재 감독 권한을 추가할 가능성을 언급했다. 이는 회원국 간 제재 이행의 일관성을 높이고 유럽의 감독 역할을 강화하기 위한 목적이다.,0.3979057591623037
exaone3.5,1,139,"CJ ENM과 SK텔레콤이 최첨단 버추얼 프로덕션 스튜디오를 구축하며 마이크로LED와 확장현실(XR) 기술을 활용한 콘텐츠 제작 혁신을 선도하고 있다. CJ ENM의 '씨제이이앤엠 스튜디오 센터'는 대규모 마이크로LED 디스플레이를 갖춘 실내외 스튜디오로, 가상 배경을 활용해 실제 촬영 장소 없이도 다양한 환경을 구현한다. SK텔레콤의 '팀 스튜디오'는 실시간 협업 기능을 통해 국내외 스튜디오 간의 실시간 촬영을 가능하게 함으로써 제작 효율성을 극대화한다. 이들 기술은 예능, 드라마, 영화 등 다양한 콘텐츠 제작에 혁신을 가져올 것으로 기대된다.",0.17391304347826086
exaone3.5,1,1410,정부는 역동적이고 혁신적인 플랫폼 생태계 구축을 위해 제1차 범부처 플랫폼 정책협의체를 개최하고 민간 자율규제를 중심으로 한 정책 방향을 논의했다. 협의체는 다양한 부처와 차관급 인사들이 참여하여 플랫폼 시장의 특성에 맞는 자율규제 방안을 마련하고 법적 근거를 마련하기로 했다. 궁극적으로는 민간 자율기구를 통해 플랫폼 사업자와 이해관계자들이 참여하는 차별화된 규율 방안을 구현하고 시장 신뢰를 높이는 데 초점을 맞추고 있다.,0.25365853658536586
exaone3.5,1,1424,"루닛은 일본 시장 진출 6개월 만에 도입 병원 수를 100곳을 넘어섰으며, 상반기 매출이 전년 대비 약 5배 증가할 것으로 예상된다. 다양한 규모의 일본 의료기관들이 루닛의 AI 영상진단 솔루션을 도입하며 빠른 성장세를 보이고 있다. 특히 후지필름과의 파트너십과 PMDA 승인을 바탕으로 빠른 시장 확대를 이루고 있다.",0.4042553191489362
exaone3.5,1,1442,"노랑풍선은 코로나19 이후 신혼여행을 놓친 고객들을 위해 '마이 허니문 기획전'을 진행하며, 휴양형, 관광형, 복합형 스타일의 다양한 여행 상품을 9월부터 12월까지 제공한다. 특히 칸쿤, 몰디브, 하와이 등 인기 여행지에서는 특별 선물과 혜택을 증정하며, 각 스타일별로 맞춤형 서비스와 고급 호텔 숙박을 포함한다. 노랑풍선은 이 기획전을 통해 고객들이 선호하는 여행 경험을 최대한 만족시키는 데 초점을 맞추고 있다.",0.3015075376884422
exaone3.5,1,146,"소비자물가가 1998년 외환위기 이후 최고치인 6%를 기록하며 상승했다. 이는 국제 에너지 및 곡물 가격 상승과 우크라이나 사태의 영향으로 인한 것으로 분석된다. 정부는 민생 부담 완화를 위해 추가 대책을 마련하고 있으며, 현재까지 식품 및 에너지 안정화를 위한 여러 정책을 시행 중이다.",0.26900584795321636
exaone3.5,1,1585,"NH투자증권은 포스코홀딩스의 목표주가를 37만원에서 31만원으로 하향 조정했으나 투자의견은 매수를 유지했다. 하반기 글로벌 철강 가격 하락으로 이익 감소가 예상되지만, 2분기 영업이익은 시장 기대치를 상회할 것으로 보인다. 중국 인프라 투자 기대에도 불구하고 금융 긴축으로 인한 경기 침체 우려와 재고 조정으로 철강 가격 약세가 지속될 전망이다.",0.38554216867469876
exaone3.5,1,1676,"미국 흑인 투자자들이 암호화폐 투자에 더 적극적이었으나, 최근 암호화폐 폭락으로 큰 손실을 입었다. 찰스 슈왑의 조사에 따르면 흑인 투자자의 25%가 암호화폐에 투자한 반면, 진입장벽이 낮고 수수료가 저렴한 점이 흑인 투자자들을 끌어들였다. 그럼에도 불구하고 암호화폐 가격 하락에도 불구하고 흑인 투자자들의 투자 열기는 지속되고 있다.",0.31746031746031744
exaone3.5,1,17,"수도권 레미콘 운송노조가 운송료 27% 인상 등을 요구하며 파업에 돌입하여 150여 개의 공장이 가동 중단되었다. 제조사들은 운송료 인상 폭을 9%대로 제한하며 협상이 결렬된 상태로, 파업이 장기화될 경우 건설 현장의 공기 연장과 입주 일정 지연 등의 피해가 예상된다. 이로 인해 건설업계는 연이은 파업으로 인한 추가적인 손실을 우려하고 있다.",0.25
exaone3.5,1,1705,"카카오 노조가 카카오모빌리티의 사모펀드 매각 반대를 위해 서명 운동을 재개하고, 회사가 매각을 강행하거나 사업 철수를 시사하며 사회적 책임을 저버린다고 비판하고 있다. 노조는 경영진과의 협의에서도 요구 사항이 일축되자, 향후 피켓 시위와 단체교섭 등 추가적인 단체 행동을 예고했다. 카카오는 여전히 매각 여부를 결정 중이라고 밝혔지만, 노조와의 갈등은 고조되고 있다.",0.28735632183908044
exaone3.5,1,1725,"미국 독립기념일 연휴 기간 동안 4,800만 명이 장거리 여행을, 1,300만 명이 항공여행을 계획하며 팬데믹 이전 수준을 회복했다. 그러나 높은 유가와 항공료에도 불구하고 항공기 결항 및 지연이 급증해 여행객들에게 불편을 초래하고 있다. 이는 팬데믹 이후 인력 부족으로 인한 항공사의 수요 증가 대응 실패 때문으로 분석된다.",0.27932960893854747
exaone3.5,1,1751,국토교통부가 이스타항공의 면허 발급 과정에서 회계자료 허위 제출 사실을 확인하고 특별조사와 감사를 실시하기로 했습니다. 이로 인해 이스타항공의 항공운항증명 승인과 운항 재개 계획이 지연될 가능성이 제기되었습니다. 이스타항공은 과거 자료 제출 과정의 특수한 상황을 설명하며 오해 해소를 위해 노력하고 있습니다.,0.30769230769230765
exaone3.5,1,1796,"한미글로벌은 사우디아라비아의 디리야 지역 개발 프로젝트 PM 용역을 수주하여 약 440억 원 규모의 계약을 체결했다. 이 프로젝트는 무함마드 빈 살만 왕세자가 이끄는 디리야 게이트 개발청(DGDA)이 주도하며, 총 200억 달러 규모의 주거 복합단지 조성을 목표로 한다. 한미글로벌은 2027년까지 프로젝트 관리와 설계 등 다양한 업무를 수행할 예정이다.",0.2421875
exaone3.5,1,1830,"카카오 노동조합이 카카오모빌리티 매각에 반대하며 임직원 서명운동을 재개하고 피켓 시위를 진행하고 있으나, 사측은 매각 이외의 대안을 고려하지 않는 입장을 고수하고 있다. 카카오는 매각 여부를 아직 결정하지 않았으며, 다양한 의견을 수렴하고 사회적 책임을 고려해 최종 결정을 내릴 계획이다. 노조와 사측 간의 대화는 계속되고 있지만, 합의점을 찾지 못한 채 갈등이 지속되고 있다.",0.23645320197044334
exaone3.5,1,1835,"온라인 식자재 배달업체 컬리가 한국거래소에 재무적 투자자들의 의무보유 확약서를 제출하여 예비상장심사 통과 가능성이 높아졌으며, 이달 말 심사를 통과하면 공모 절차를 시작할 것으로 예상된다. 하지만 현재 불안정한 증시 상황으로 인해 컬리의 기업 가치 평가에 어려움이 예상된다. 컬리는 앵커에쿼티로부터 2500억원 투자를 유치하며 기업 가치를 4조원으로 평가받았으나, 실제 공모 과정에서는 가치 인정에 어려움이 있을 것으로 보인다.",0.3693693693693693
exaone3.5,1,1867,"코스피는 내년 1분기까지 하락 추세가 지속될 것으로 전망되며, 글로벌 경기 침체 우려와 주요 경제 이슈들이 하방 압력을 가하고 있다. 대신증권은 코스피의 하단을 2050선으로 제시하고, 경기 침체 가능성 증가에 따라 방어적인 투자 전략을 권장하고 있다. 단기적으로는 7월 코스피 예상 밴드를 2250~2540선으로 전망하며, 물가 정점 통과 기대감과 통화정책 완화 가능성을 주목해야 한다고 분석했다.",0.24875621890547261
exaone3.5,1,1875,LG유플러스와 노키아는 5G 어드밴스드와 6G 기술 개발을 위한 협력 협약을 체결했다. 양사는 네트워크 확장 기술과 오픈랜 표준 기술 연구에 긴밀히 협력할 계획이다. 이 협력은 통신사의 네트워크 유연성 향상과 산업 혁신을 촉진할 것으로 기대된다.,0.33587786259541985
exaone3.5,1,1899,"대우조선해양은 ESG 경영 강화를 위해 이사회 내 'ESG위원회'를 신설하고, 초대 위원장으로 동국대학교 교수 최경규 사외이사를 임명했다. 이 위원회는 ESG 전략 심의와 실행 체계를 강화하며, 작년에 이어 투명한 정보 공개를 위한 통합보고서를 발간했다. 대우조선해양은 이러한 노력으로 조선 산업의 ESG 표준을 선도하려는 의지를 표명했다.",0.2758620689655172
exaone3.5,1,1923,"환경부는 7월 12일부터 시행되는 수도법 시행령 개정안을 통해 전국 수도계획을 '국가수도기본계획'으로 통합하고, 수도시설 관리 강화 및 수돗물 안전성을 향상시켰다. 이 개정으로 계획의 효율성과 이행력이 높아졌으며, 수도사업자 관리 강화와 주민 의견 수렴 절차가 개선되었다. 환경부는 이러한 변화를 통해 국가 예산 절감과 함께 국민들의 수돗물 안전을 보장할 계획이다.",0.2810810810810811
exaone3.5,1,1956,"애플이 아이폰14 일반 모델에 아이폰13에 사용된 A15 바이오닉 칩을 재사용할 예정이며, 이는 처음으로 구형 칩을 사용하는 일반 모델 출시입니다. 상위 모델인 아이폰14 프로와 프로맥스에는 최신 A16 바이오닉 칩이 적용될 것으로 보입니다. 이러한 결정은 비용 절감과 소비자 가격 부담 완화를 위한 전략으로 해석되며, 최근 인력 유출과 인플레이션 영향도 고려된 것으로 보입니다.",0.43062200956937796
exaone3.5,1,1976,"카카오엔터테인먼트의 인기 웹툰 '나 혼자만 레벨업'이 일본 애니메이션 제작사 A1 Pictures와 협업하여 애니메이션으로 제작될 예정이며, 2023년 공개를 목표로 한다. 이 작품은 전 세계적으로 누적 142억 뷰를 기록한 글로벌 히트작으로, 원작 웹툰과 게임, NFT 등 다양한 매체로 확장되었다. 티저 이미지와 프로모션 비디오를 통해 첫 공개되며, 제작진과 주인공 성진우의 애니메이션 버전이 기대를 모으고 있다.",0.2360248447204969
exaone3.5,1,1988,"HP가 아인스시스템을 통해 15.6인치 OLED 디스플레이의 투인원 노트북 HP 엔비 x360 15 2종을 출시했다. 이 제품은 인텔 코어 프로세서와 다양한 그래픽 옵션을 제공하며, 360도 회전형 디스플레이와 고급 스타일러스 펜을 포함한다. 뛰어난 밝기와 다양한 사용 모드를 지원하며, 가벼운 무게와 긴 배터리 수명을 자랑한다.",0.23300970873786406
exaone3.5,1,2011,"NASA의 CAPSTONE 위성이 로켓랩의 로켓으로 달 궤도에 성공적으로 진입했으나, 발사 후 며칠 만에 지구와의 통신이 중단되었다. 현재 NASA는 통신 문제를 해결하기 위해 노력 중이며, 위성은 충분한 연료를 보유하고 있어 궤도 유지가 가능하다. CAPSTONE은 향후 아르테미스 프로그램의 달 궤도 우주정거장 게이트웨이 테스트 임무를 수행할 예정이었다.",0.23076923076923078
exaone3.5,1,2016,"컴투스는 8월 16일 '서머너즈 워 클로니클'을 국내에 출시하며, 전 세계 1억5000만 다운로드 기록을 가진 IP를 기반으로 한 첫 MMORPG를 선보입니다. 글로벌 출시는 하반기 예정이며, 블록체인 기반 P2O 모델로 진행됩니다. 이 게임은 유저들이 소환수와 함께 전투하며 새로운 스토리를 경험할 수 있는 서머너즈 워 유니버스의 시작입니다.",0.2530120481927711
exaone3.5,1,2045,"보그인터내셔날과 카타나골프가 골프기어 사업을 위한 양해각서를 체결하여 보그너 브랜드의 골프클럽 생산을 시작한다. 카타나골프는 기술력을 제공하며 생산을 담당하고, 보그인터내셔날은 올해 내에 신제품을 출시할 계획이다. 하현 보그인터내셔날 회장은 이번 협력으로 골프 클럽 시장에 혁신을 가져올 것이라고 기대했다.",0.4413793103448276
exaone3.5,1,2068,"분양가상한제 개편 이후 7월에 전국 3만9천여 가구가 분양 예정이며, 경기도가 가장 많은 7천7백50가구를 공급할 계획이다. 특히 대구는 지방에서 가장 많은 5천5백50가구를 분양하며, 조정대상지역 해제로 청약시장 활성화가 기대된다. 그러나 공급 물량 증가에도 불구하고 분양가 상승률이 제한적이라 시장 활성화 효과는 제한적일 수 있다.",0.16585365853658537
exaone3.5,1,2085,"대한항공과 아시아나항공 등 주요 항공사들이 국제선 노선을 재개하고 있지만, 코로나19로 인한 의무 휴직으로 인해 전문 인력의 현장 복귀가 지연되고 있다. 현재 전체 임직원의 30-40%가 휴직 상태에 있으며, 운항률은 코로나19 이전 대비 크게 낮은 수준에 머물러 있다. 그러나 인천국제공항 이용객 수가 증가하는 등 여객 수요 회복의 조짐이 보이며, 장기적으로는 항공업계의 상황 개선이 예상된다.",0.26804123711340205
exaone3.5,1,2102,"JB금융지주가 금융감독원으로부터 바젤Ⅲ 기준 내부등급법 승인을 받음으로써 위험가중자산(RWA)이 감소하고 BIS 자기자본비율이 향상되어 자본 건전성이 개선될 것으로 예상된다. 이로 인해 JB금융지주는 배당 확대 등 주주 친화 정책을 강화할 수 있게 되었으며, 지주와 자회사 전북은행이 동시 승인받은 첫 사례가 되었다. 자본 비율 상승은 지역 경제 활성화와 중소기업 지원 강화로 이어질 것으로 보인다.",0.29
exaone3.5,1,2145,"현대엘리베이터가 보름 만에 역대 최고 찬성율로 임금협상을 조기 타결했다. 노사는 기본급 3.8% 인상과 특별 격려금 지급에 합의하며, 위기 극복을 위한 결의대회를 열고 경영정상화를 위한 협력을 다짐했다. 이는 어려운 경제 상황 속에서도 노사 간의 긴밀한 협력 의지를 보여주는 사례이다.",0.23312883435582818
exaone3.5,1,2152,"내년 최저임금이 시간당 9620원으로 결정되어 올해 대비 약 9만6천원 상승했으며, 이는 경제 성장률, 물가상승률, 취업자 증가율을 고려한 결과입니다. 최저임금위원회 회의에서는 노동자위원 일부의 반발에도 불구하고 표결을 통해 가결되었습니다. 한편, 유류세 인하 폭이 확대되어 휘발유는 리터당 최대 516원까지 가격이 내려갈 것으로 예상되며, 기대 인플레이션은 10년 만에 최고치인 3.9%를 기록했습니다.",0.2685185185185185
exaone3.5,1,2155,코오롱생명과학은 인보사 관련 연구비 환수와 국가연구개발사업 참여 제한 조치에 대해 제기한 항소심 소송에서 승소했다. 법원은 연구 과제의 일부 실패에도 불구하고 전체적인 성실한 연구 수행을 인정하여 환수 조치가 재량권을 남용한 것이라고 판단했다. 이 판결로 코오롱 측의 부정행위 의혹이 상당 부분 해소되었다고 법률대리인은 밝혔다.,0.29743589743589743
exaone3.5,1,216,"애큐온캐피탈은 지난해 UN Global Compact(UNGC)에 가입 후 이행보고서를 제출하며 ESG 경영을 강화하고 있다. 특히 1400억원 규모의 ESG 채권 발행을 통해 친환경 프로젝트와 사회적 가치 창출에 투자하고 있으며, 올해는 전기차 도입과 탄소회계금융협의체 가입을 추진 중이다. 이러한 활동은 지속가능발전목표 달성을 위한 노력의 일환으로, 회사는 지속 가능한 발전을 위한 실천을 지속할 계획이다.",0.22695035460992907
exaone3.5,1,2160,"한국의 첫 달 궤도선 다누리가 5일 대전에서 출발하여 미국 발사장으로 향하며, 내달 3일 발사를 통해 한국은 심우주 탐사에 첫걸음을 내딛게 된다. 성공적인 달 궤도 진입 시 한국은 달 탐사 분야에서 7번째 국가가 된다. 다누리는 특수 컨테이너에 실려 안전하게 이송되고 있다.",0.3741935483870968
exaone3.5,1,2195,"컴투스가 기대작 MMORPG '서머너즈워 크로니클'의 국내 출시일을 8월 16일로 확정했으나, 출시 일정이 보름 이상 연기되었다. 이 게임은 전작 '서머너즈워 천공의 아레나'의 IP를 활용해 MMORPG 장르로 개발되었으며, 소환수 수집과 전략적 전투를 특징으로 한다. 컴투스는 완성도를 높이기 위한 최종 점검을 진행 중이며, 출시와 함께 글로벌 시장 진출도 계획 중이다.",0.33103448275862074
exaone3.5,1,2229,"정부가 유류세 인하 폭을 기존 30%에서 37%로 확대하여 휘발유는 리터당 57원, 경유는 38원 인하했다. 정유사 직영주유소는 즉시 가격을 낮추고, 자영주유소에도 신속히 인하된 유류가 공급될 예정이다. 그러나 방기선 기획재정부 차관은 6월 소비자물가 상승률이 6%대에 진입할 것으로 전망하며, 인플레이션 압력이 지속될 것이라고 경고했다.",0.3515151515151515
exaone3.5,1,223,"분양가 상승과 대출규제 강화로 인해 소형 아파트(전용 60㎡ 이하)에 대한 수요가 증가하고 있으며, 최근 청약 경쟁률에서도 소형 아파트가 높은 인기를 보이고 있다. 서희스타일스의 '서희스타힐스 더 도화'와 같은 소형 아파트 단지들이 분양을 앞두고 있어 이 추세는 지속될 것으로 예상된다. 이러한 변화는 실속을 중시하는 주택 구매자들의 선호도 변화를 반영하고 있다.",0.22
exaone3.5,1,2252,"정부가 생애최초 주택 구매자를 위해 LTV를 지역과 소득에 관계없이 80%까지 확대하고, 최대 대출 한도를 6억원으로 늘렸으며, 청년층과 신혼부부를 대상으로 50년 만기 정책모기지도 도입했습니다. 체증식 상환 방식은 초기 부담을 줄이지만 장기적으로는 총 상환액이 증가하므로, 개인의 소득 변화와 상환 능력을 고려한 신중한 선택이 필요합니다. 이러한 변화는 금리 상승 속에서 주택 구매 부담 완화를 목표로 하지만, 장기적인 금융 부담 증가 가능성도 내포하고 있습니다.",0.31182795698924737
exaone3.5,1,2266,"롯데면세점이 클룩 KLOOK과 협력하여 내국인 고객 대상으로 여행 패키지와 할인 쿠폰을 제공하는 마케팅 활동을 강화했다. 특히, 서울 시내점에서 5천 달러 이상 구매 시 일본 여행 패키지를 증정하며, 해외점도 영업을 재개하여 고객 혜택을 확대하고 있다. 이는 최근 내국인 해외여행 수요 증가에 따른 전략적 대응이다.",0.2318840579710145
exaone3.5,1,2270,임팩티브AI와 데이터히어로는 서울에서 AI 기반 금융정보 플랫폼 공동 개발을 위한 업무협약을 체결했다. 데이터히어로의 금융 데이터 분석 기술과 임팩티브AI의 AI 기술을 결합하여 주가 예측 및 이상 기업 탐지 등 고도화된 서비스를 제공할 계획이다. 임팩티브AI는 우수한 연구 인력을 바탕으로 최근 시드 투자를 유치하며 성장 중이다.,0.378698224852071
exaone3.5,1,2327,"롯데벤처스는 '엘캠프 L CAMP 9기 데모데이'를 통해 10개 스타트업이 투자 유치와 비즈니스 기회를 모색했으며, 약 700명이 참석했다. 이 행사에서는 오아시스 비즈니스와 워커스하이 등이 각자의 혁신적인 비즈니스 모델을 소개했고, 엘캠프 프로그램은 초기 스타트업 육성에 성공적으로 기여하고 있음을 보여줬다. 롯데벤처스는 앞으로도 유망 스타트업 발굴과 지원을 지속할 계획이다.",0.32558139534883723
exaone3.5,1,2338,"지마켓과 옥션이 이달 10일까지 '쿨 썸머 세일'을 진행하며, 패션, 뷰티, 레저 전문관에서 최대 80% 할인된 22개 카테고리의 여름 휴가 용품을 판매한다. 가입 고객들에게는 매일 중복쿠폰을 제공하고, 스마일카드 결제 시 추가 할인 혜택도 주어진다. 이번 행사는 바캉스 시즌 필수 상품을 파격 가격에 구매할 수 있는 기회로, 여행 수요 증가에 맞춘 추가적인 '여행 빅세일'도 함께 진행된다.",0.24418604651162792
exaone3.5,1,2367,"이광수 미래에셋증권 수석연구위원이 뭘스트리트에서 하반기 부동산 시장 전망을 논의하며, 무주택자들에게는 부동산 거래량 관찰을 통한 합리적인 주택 구입을 조언했습니다. 그는 시장의 불확실성에 대비해야 한다고 강조했습니다. 이번 방송은 오디오로도 청취 가능하며, 투자 정보는 참고용임을 유의해야 합니다.",0.30434782608695654
exaone3.5,1,245,"지난달 전력 수요가 전년 동기 대비 4.3% 증가하여 역대 6월 기준 최고치를 기록하며, 일찍 찾아온 폭염으로 인한 냉방 수요 증가가 원인으로 지목되었다. 공급예비율이 한때 10% 미만으로 떨어지면서 정부는 9월 8일까지 전력수급 대책 기간을 운영하며 전력수급종합상황실을 가동하여 위기 관리에 나섰다. 올 여름 전력 수급이 어려울 것으로 예상되어 정부와 국민 모두 에너지 절약에 동참할 필요성이 강조되었다.",0.25
exaone3.5,1,2465,"최동훈 감독의 신작 영화 '외계인 1부' 제작발표회가 열렸으며, KT, SK브로드밴드, LG유플러스가 3천억원을 공동 투자해 국내 미디어 생태계 보호와 콘텐츠 강화를 위한 협약을 체결했다. 이 협약은 IPTV 오리지널 콘텐츠 제작을 통해 국내 콘텐츠 산업의 성장을 지원하고, 독점 콘텐츠로 인한 시청권 제한을 완화하려는 목적을 가지고 있다. 특히, 이들 기업은 최동훈 감독의 영화를 공동으로 수급하며 협업을 시작할 계획이다.",0.27
exaone3.5,1,2467,스튜디오갈릴레이가 국토교통부의 액셀러레이팅 프로그램 'NEXT 챌린지'에 최종 선정되었다. 이 회사는 스마트시티 분야에서 다수승객 다수차량 배차 최적화 기술을 바탕으로 한 모빌리티 플랫폼으로 평가받았다. 선정된 스튜디오갈릴레이는 향후 DRT 서비스 확대를 통해 수도권 및 농어촌 지역의 대중교통 취약 문제 해결에 앞장설 계획이다.,0.24
exaone3.5,1,247,"JTBC는 홍정도 부회장의 지시로 예정되었던 18일 디지털 개편 발표를 잠정 보류했다. 기자들은 구체적인 디지털 전환 계획 없이 뉴스룸 인력을 줄이는 것에 우려를 표명했으나, JTBC는 모바일 전환을 위해 신중하게 준비 중이라고 밝혔다. 개편 과정에서 제작과 취재 인력 분리 등 변화가 예정되어 있으나, 현재는 개편 일정을 확정하지 않은 상태다.",0.2
exaone3.5,1,2475,"윤석열 대통령이 서울대 법학전문대학원 송옥렬 교수를 첫 공정거래위원장으로 지명했다. 송 교수는 회사법 분야의 권위자로 알려져 있지만, 과거 제자들에 대한 성희롱 발언으로 도덕성 논란이 제기되고 있다. 정부는 규제 완화와 시장 자율성을 강조하는 반면, 야당과 일부는 이 지명이 부실 검증과 편향된 정책 방향을 우려하고 있다.",0.47435897435897434
